Company Name,Model Name,Price,Model Year,Location,Mileage,Engine Type,Engine Capacity,Color,Assembly,Body Type,Transmission Type,Registration Status
Honda,Civic,2050000,2013,Punjab,117000,Petrol,1800,White,Local,Sedan,Manual,Registered
Suzuki,Alto,595000,2009,Sindh,165882,Petrol,1000,Silver,Local,Hatchback,Manual,Registered
FAW,X-PV,875000,2016,Sindh,70000,Petrol,1000,White,Local,Mini Van,Manual,Registered
Suzuki,Swift,1350000,2012,Punjab,70000,Petrol,1300,Grey,Local,Hatchback,Manual,Registered
Toyota,Corolla,1800000,2011,Punjab,36000,Petrol,1300,Black,Local,Sedan,Manual,Registered
Toyota,Corolla,1600000,2011,Punjab,137000,Petrol,1300,Assembly,Local,Sedan,Manual,Registered
Toyota,Corolla,3775000,2017,Islamabad,37000,Petrol,1500,White,Imported,Sedan,Automatic,Un-Registered
Toyota,Corolla,3100000,2018,Punjab,35000,Petrol,1600,White,Local,Sedan,Automatic,Registered
Toyota,Corolla,1095000,2007,Punjab,157500,Petrol,1300,White,Local,Sedan,Manual,Registered
Toyota,Land,16500000,2010,Punjab,80000,Petrol,4600,Black,Imported,SUV,Automatic,Registered
Toyota,Mark,2250000,2005,KPK,138000,Petrol,2500,Blue,Imported,Sedan,Automatic,Registered
Suzuki,Margalla,400000,1997,Sindh,100000,Petrol,1300,Green,Local,Sedan,Manual,Registered
Toyota,Corolla,1500000,2011,Islamabad,95000,Petrol,1300,Black,Local,Sedan,Manual,Registered
Suzuki,Khyber,385000,1998,Islamabad,90000,Petrol,1000,Grey,Local,Hatchback,Manual,Registered
Suzuki,Jimny,2000000,2009,Punjab,100000,Petrol,1300,Red,Imported,SUV,Manual,Registered
Toyota,Premio,1590000,2003,Islamabad,129600,Petrol,1500,Assembly,Imported,Sedan,Automatic,Registered
Suzuki,Mehran,1025000,2018,Punjab,20650,Petrol,800,White,Local,Hatchback,Manual,Registered
Suzuki,Mehran,180000,1991,Punjab,150000,Petrol,800,White,Local,Hatchback,Manual,Registered
Daihatsu,Cuore,460000,2006,Sindh,100000,Petrol,800,Grey,Local,Hatchback,Manual,Registered
Suzuki,Mehran,930000,2017,Punjab,32000,Petrol,800,White,Local,Hatchback,Manual,Registered
Toyota,Vitz,2275000,2016,Punjab,71000,Petrol,1000,Grey,Imported,Hatchback,Automatic,Un-Registered
Suzuki,Mehran,445000,2008,KPK,100000,Petrol,800,Silver,Local,Hatchback,Manual,Registered
Suzuki,Cultus,650000,2006,KPK,65000,Petrol,1000,White,Local,Hatchback,Manual,Registered
Honda,Civic,1300000,2009,Sindh,91000,Petrol,1800,Bronze,Local,Sedan,Automatic,Registered
Suzuki,Cultus,630000,2007,Sindh,54000,Petrol,1000,White,Local,Hatchback,Manual,Registered
Daihatsu,Boon,1050000,2012,Punjab,95000,Petrol,1000,White,Imported,Hatchback,Automatic,Registered
Toyota,Corolla,1480000,2012,Sindh,94000,Petrol,1300,Black,Local,Sedan,Manual,Registered
Honda,Civic,925000,2004,Sindh,227500,Petrol,1500,Blue,Local,Sedan,Automatic,Registered
Daihatsu,Mira,1300000,2012,Punjab,72000,Petrol,660,White,Imported,Hatchback,Automatic,Registered
Honda,Civic,650000,1997,KPK,200085,Petrol,1600,Red,Local,Sedan,Automatic,Registered
Suzuki,MR,1410000,2015,KPK,56000,Petrol,660,Burgundy,Imported,Mini Van,Automatic,Registered
Honda,City,1500000,2013,Sindh,213000,Petrol,1300,White,Local,Sedan,Manual,Registered
Toyota,Corolla,2750000,2016,Punjab,95000,Petrol,1800,White,Local,Sedan,Automatic,Registered
Honda,Vezel,3085000,2013,Punjab,70000,Hybrid,1500,Green,Imported,Cross Over,Automatic,Registered
Honda,Civic,940000,1999,Punjab,150000,Petrol,1600,Silver,Local,Sedan,Manual,Registered
Suzuki,Cultus,860000,2013,Punjab,87000,Petrol,1000,White,Local,Hatchback,Manual,Registered
Suzuki,Alto,1550000,2019,Punjab,19000,Petrol,660,White,Local,Hatchback,Automatic,Un-Registered
Suzuki,Swift,1625000,2018,Sindh,80000,Petrol,1300,Grey,Local,Hatchback,Manual,Registered
Mazda,Axela,1420000,2006,KPK,175000,Petrol,1500,White,Imported,Hatchback,Automatic,Registered
Toyota,Prado,2150000,1996,Sindh,105000,Diesel,3000,Red,Imported,SUV,Automatic,Registered
Toyota,Corolla,1050000,1994,KPK,223455,Petrol,1500,White,Imported,Sedan,Automatic,Registered
Honda,Civic,1650000,2012,Punjab,36000,Petrol,1800,White,Local,Sedan,Manual,Registered
Suzuki,Mehran,490000,2008,Punjab,111111,Petrol,800,Blue,Local,Hatchback,Manual,Registered
Honda,Civic,980000,2005,Sindh,98000,Petrol,1600,Silver,Local,Sedan,Manual,Registered
Suzuki,Mehran,545000,2006,Punjab,71000,Petrol,800,White,Local,Hatchback,Manual,Registered
Toyota,Aqua,3020000,2016,Sindh,14500,Petrol,1500,Blue,Imported,Hatchback,Automatic,Un-Registered
Toyota,Aqua,2600000,2015,KPK,85000,Petrol,1500,Silver,Imported,Hatchback,Automatic,Un-Registered
Suzuki,Swift,1630000,2017,Sindh,38000,Petrol,1300,White,Local,Hatchback,Manual,Registered
Toyota,Corolla,1175000,2003,KPK,31000,Petrol,1500,White,Local,Sedan,Automatic,Registered
Toyota,Aqua,2430000,2014,Balochistan,130000,Petrol,1500,White,Imported,Hatchback,Automatic,Registered
Suzuki,Mehran,435000,2005,Punjab,60000,Petrol,800,White,Local,Hatchback,Manual,Registered
Honda,City,2300000,2019,Punjab,12000,Petrol,1300,Silver,Local,Sedan,Manual,Registered
Honda,City,1750000,2013,Islamabad,120000,Petrol,1500,Black,Local,Sedan,Manual,Registered
Mitsubishi,Lancer,350000,1990,Punjab,100000,Petrol,1600,White,Imported,Sedan,Manual,Registered
Honda,City,650000,2000,Islamabad,157000,Petrol,1300,Silver,Local,Sedan,Manual,Registered
Suzuki,Swift,1490000,2014,Islamabad,111000,Petrol,1300,White,Local,Hatchback,Manual,Registered
Suzuki,Alto,690000,2007,Islamabad,162000,Petrol,1000,White,Local,Hatchback,Manual,Registered
Suzuki,Mehran,370000,2004,Punjab,100000,Petrol,800,White,Local,Hatchback,Manual,Registered
Toyota,Prado,9200000,2011,Punjab,98000,Petrol,2700,Black,Imported,SUV,Automatic,Registered
Toyota,Corolla,1530000,2012,Punjab,208000,Petrol,1300,White,Local,Sedan,Manual,Registered
Toyota,Passo,1230000,2006,Punjab,135000,Petrol,1000,Silver,Imported,Hatchback,Automatic,Registered
Suzuki,Wagon,1075000,2015,Punjab,75000,Petrol,1000,Grey,Local,Hatchback,Manual,Registered
Toyota,Corolla,850000,2006,Punjab,152300,Petrol,1300,White,Local,Sedan,Manual,Registered
Suzuki,Liana,750000,2008,Islamabad,135000,Petrol,1300,Grey,Local,Sedan,Manual,Registered
Toyota,Passo,1700000,2013,Islamabad,93000,Petrol,1000,White,Imported,Hatchback,Automatic,Registered
Suzuki,Cultus,640000,2007,Sindh,120000,Petrol,1000,Gold,Local,Hatchback,Manual,Registered
Suzuki,Cultus,770000,2007,Punjab,150000,Petrol,1000,Blue,Local,Hatchback,Manual,Registered
Suzuki,Cultus,1350000,2016,Islamabad,86000,Petrol,1000,White,Local,Hatchback,Manual,Registered
Toyota,Corolla,2100000,2011,KPK,52000,Petrol,1600,Grey,Local,Sedan,Automatic,Registered
Mercedes,Benz,6000000,2005,Punjab,65000,Petrol,3500,Beige,Imported,Sedan,Automatic,Registered
Suzuki,Bolan,720000,2015,Punjab,99000,Petrol,800,Green,Local,Van,Manual,Registered
Honda,N,1920000,2016,Punjab,62000,Petrol,660,Green,Imported,Hatchback,Automatic,Registered
Suzuki,Cultus,560000,2002,Punjab,107000,Petrol,1000,Silver,Local,Hatchback,Manual,Registered
Mitsubishi,Pajero,1000000,1990,Punjab,200000,Diesel,2500,Beige,Imported,SUV,Manual,Registered
Toyota,Corolla,3450000,2018,Punjab,28000,Petrol,1800,Silver,Local,Sedan,Automatic,Registered
Suzuki,Mehran,745000,2015,Punjab,53000,Petrol,800,Silver,Local,Hatchback,Manual,Registered
Toyota,Corolla,1190000,2006,KPK,98000,Diesel,2000,White,Local,Sedan,Manual,Registered
Suzuki,Cultus,1050000,2012,Punjab,115000,Petrol,1000,White,Local,Hatchback,Manual,Registered
Suzuki,Cultus,525000,2005,Punjab,64000,Petrol,1000,White,Local,Hatchback,Manual,Registered
Nissan,Clipper,1400000,2014,Punjab,29000,Petrol,660,Silver,Imported,Mini Van,Manual,Un-Registered
Suzuki,Cultus,1150000,2015,Punjab,94000,Petrol,1000,White,Local,Hatchback,Manual,Registered
Suzuki,Mehran,445000,2009,Punjab,111000,Petrol,800,Silver,Local,Hatchback,Manual,Registered
Suzuki,Bolan,790000,2016,Punjab,47000,Petrol,800,White,Local,Van,Manual,Registered
Toyota,Corolla,1690000,2011,Punjab,82000,Petrol,1300,White,Local,Sedan,Manual,Registered
Toyota,Corolla,1250000,2008,Punjab,150000,Petrol,1300,Black,Local,Sedan,Manual,Registered
Honda,City,1880000,2016,Punjab,51000,Petrol,1500,Black,Local,Sedan,Manual,Registered
Suzuki,Mehran,850000,2017,Punjab,48000,Petrol,800,Silver,Local,Hatchback,Manual,Registered
Suzuki,Cultus,1525000,2018,Sindh,29000,Petrol,1000,White,Local,Hatchback,Manual,Registered
Toyota,Prado,2600000,1997,Punjab,240000,Diesel,3000,Silver,Imported,SUV,Automatic,Registered
Suzuki,Cultus,650000,2006,KPK,100000,Petrol,1000,White,Local,Hatchback,Manual,Registered
Suzuki,Mehran,630000,2015,Punjab,64000,Petrol,800,White,Local,Hatchback,Manual,Registered
Suzuki,Cultus,640000,2007,Punjab,67000,Petrol,1000,White,Local,Hatchback,Manual,Registered
Suzuki,Alto,1375000,2019,Punjab,7700,Petrol,660,Silver,Local,Hatchback,Manual,Registered
Suzuki,Mehran,310000,2004,Sindh,90000,Petrol,800,White,Local,Hatchback,Manual,Registered
Honda,Fit,2150000,2015,Sindh,126000,Hybrid,1500,Blue,Imported,Hatchback,Automatic,Registered
Honda,Civic,2250000,2012,Punjab,94000,Petrol,1800,Black,Local,Sedan,Automatic,Registered
Honda,City,635000,1999,Punjab,248611,Petrol,1300,Black,Local,Sedan,Manual,Registered
Suzuki,Bolan,650000,2008,Sindh,67000,Petrol,800,White,Local,Mini Van,Manual,Registered
Suzuki,Mehran,700000,2018,Punjab,40000,Petrol,800,White,Local,Hatchback,Manual,Registered
Suzuki,Mehran,660000,2012,Punjab,50000,Petrol,800,Grey,Local,Hatchback,Manual,Registered
Suzuki,Alto,810000,2014,KPK,154000,Petrol,660,Silver,Imported,Hatchback,Automatic,Registered
Toyota,Premio,2550000,2007,Islamabad,75000,Petrol,1500,Maroon,Imported,Sedan,Automatic,Registered
Honda,Civic,1200000,2010,Sindh,87500,Petrol,1800,Silver,Local,Sedan,Manual,Registered
Toyota,Corolla,925000,2002,Punjab,200000,Petrol,1500,White,Local,Sedan,Manual,Registered
Toyota,Corolla,1700000,2011,KPK,120000,Petrol,1300,Grey,Local,Sedan,Manual,Registered
Honda,Civic,910000,2006,Sindh,150000,Petrol,1500,Grey,Local,Sedan,Automatic,Registered
Toyota,Surf,2050000,1996,Sindh,218000,Petrol,2700,Grey,Imported,SUV,Automatic,Registered
Suzuki,Mehran,480000,2005,KPK,88254,Petrol,800,White,Local,Hatchback,Manual,Registered
Toyota,Aqua,2500000,2015,Punjab,75000,Petrol,1500,Turquoise,Imported,Hatchback,Automatic,Registered
Suzuki,Wagon,1295000,2015,Punjab,35000,Petrol,1000,White,Local,Hatchback,Manual,Registered
Toyota,Corolla,1500000,2009,Punjab,114000,Petrol,1300,White,Local,Sedan,Manual,Registered
Honda,Civic,1600000,2009,Punjab,92000,Petrol,1800,White,Local,Sedan,Automatic,Registered
Honda,City,1740000,2014,Punjab,60000,Petrol,1500,Silver,Local,Sedan,Manual,Registered
Toyota,Prado,16900000,2014,Punjab,53000,Petrol,2700,White,Imported,SUV,Automatic,Un-Registered
Suzuki,Mehran,950000,2018,Punjab,46000,Petrol,800,Beige,Local,Hatchback,Manual,Registered
Toyota,Corolla,1450000,2010,Sindh,100000,Petrol,1300,Silver,Local,Sedan,Manual,Registered
Suzuki,Wagon,1380000,2016,Islamabad,89000,Petrol,1000,White,Local,Hatchback,Manual,Registered
Toyota,Corolla,1650000,2012,Punjab,111000,Petrol,1300,Silver,Local,Sedan,Manual,Registered
Honda,City,2700000,2018,Sindh,19655,Petrol,1500,Assembly,Local,Sedan,Automatic,Registered
Honda,Vezel,4900000,2017,Punjab,15000,Petrol,1500,White,Imported,Cross Over,Automatic,Un-Registered
Toyota,Belta,1570000,2011,Punjab,94000,Petrol,1000,Silver,Imported,Sedan,Automatic,Registered
Toyota,Premio,2570000,2007,Punjab,153600,Petrol,1800,Silver,Imported,Sedan,Automatic,Registered
Honda,City,1090000,2006,Sindh,92000,Petrol,1300,Grey,Local,Sedan,Manual,Registered
Toyota,Corolla,3300000,2017,Sindh,40000,Petrol,1800,White,Local,Sedan,Automatic,Registered
Toyota,Corolla,1000000,2001,Punjab,180000,Diesel,2000,White,Local,Sedan,Manual,Registered
Honda,City,2220000,2018,Punjab,22000,Petrol,1300,Silver,Local,Sedan,Manual,Registered
Honda,City,2350000,2017,Sindh,32000,Petrol,1300,Silver,Local,Sedan,Automatic,Registered
Honda,Civic,3600000,2018,Punjab,26000,Petrol,1800,Black,Local,Sedan,Automatic,Registered
Suzuki,Alto,390000,2004,Sindh,99000,Petrol,1000,White,Local,Hatchback,Manual,Registered
Toyota,Prius,4775000,2017,Punjab,18000,Petrol,1800,White,Imported,Sedan,Automatic,Un-Registered
Suzuki,Mehran,770000,2014,Punjab,48000,Petrol,800,Grey,Local,Hatchback,Manual,Registered
Suzuki,Wagon,1350000,2018,Punjab,70000,Petrol,1000,Grey,Local,Hatchback,Manual,Registered
Honda,Civic,1250000,2006,Punjab,317000,Petrol,1800,Grey,Local,Sedan,Manual,Registered
Suzuki,Mehran,1035000,2019,Islamabad,8000,Petrol,800,Gold,Local,Hatchback,Manual,Un-Registered
Suzuki,Alto,1190000,2013,Islamabad,134000,Petrol,660,Assembly,Imported,Hatchback,Automatic,Registered
Suzuki,Cultus,1830000,2019,Kashmir,4000,Petrol,1000,White,Local,Hatchback,Manual,Registered
Toyota,Corolla,1880000,2007,Punjab,108355,Petrol,1500,Silver,Imported,Sedan,Automatic,Registered
Suzuki,Mehran,815000,2016,Islamabad,54000,Petrol,800,White,Local,Hatchback,Manual,Registered
Suzuki,Cultus,965000,2013,Punjab,56800,Petrol,1000,White,Local,Hatchback,Manual,Registered
Suzuki,Mehran,370000,2006,Punjab,140000,Petrol,800,Silver,Local,Hatchback,Manual,Registered
Suzuki,Cultus,1765000,2019,Punjab,5400,Petrol,1000,White,Local,Hatchback,Manual,Registered
Toyota,Corolla,2450000,2016,Sindh,65000,Petrol,1600,Black,Local,Sedan,Automatic,Registered
Suzuki,Bolan,920000,2016,Punjab,80000,Petrol,800,White,Local,Van,Manual,Registered
Toyota,Corolla,2600000,2017,Punjab,49000,Petrol,1300,White,Local,Sedan,Automatic,Registered
Toyota,Corolla,3230000,2018,Punjab,25000,Petrol,1600,White,Local,Sedan,Automatic,Registered
Suzuki,Mehran,560000,2011,Punjab,150000,Petrol,800,Grey,Local,Hatchback,Manual,Registered
Toyota,Corolla,850000,1997,KPK,100000,Petrol,1600,Silver,Local,Sedan,Manual,Registered
Suzuki,Wagon,1550000,2018,Punjab,28000,Petrol,1000,White,Local,Hatchback,Manual,Registered
Honda,Civic,3150000,2017,Punjab,41000,Petrol,1800,Red,Local,Sedan,Automatic,Registered
Suzuki,Mehran,525000,2011,Punjab,76000,Petrol,800,White,Local,Hatchback,Manual,Registered
Suzuki,Alto,1340000,2019,Punjab,10,Petrol,660,Silver,Local,Hatchback,Manual,Un-Registered
Toyota,Corolla,2650000,2016,Punjab,61500,Petrol,1800,White,Local,Sedan,Automatic,Registered
Honda,Civic,3320000,2017,Islamabad,51000,Petrol,1800,White,Imported,Sedan,Automatic,Registered
Suzuki,Mehran,470000,2012,Punjab,84953,Petrol,800,Black,Local,Hatchback,Manual,Registered
Toyota,Corolla,2700000,2016,KPK,11000,Petrol,1300,White,Local,Sedan,Automatic,Registered
Mitsubishi,Mirage,1375000,2012,Punjab,80000,Petrol,1000,Black,Imported,Hatchback,Automatic,Registered
Suzuki,Cultus,730000,2009,Sindh,80000,Petrol,1000,Grey,Local,Hatchback,Manual,Registered
Suzuki,Cultus,490000,2003,Sindh,165000,Petrol,1000,White,Local,Hatchback,Manual,Registered
Honda,City,1250000,2008,Punjab,75000,Petrol,1300,Red,Local,Sedan,Manual,Registered
Daihatsu,Mira,1530000,2013,Sindh,28000,Petrol,660,Red,Imported,Hatchback,Automatic,Registered
Toyota,Prius,3750000,2015,Islamabad,123000,Hybrid,1800,White,Imported,Sedan,Automatic,Registered
Daihatsu,Cuore,450000,2004,Sindh,200000,Petrol,800,Green,Local,Hatchback,Manual,Registered
Suzuki,Mehran,750000,2016,KPK,65000,Petrol,800,White,Local,Hatchback,Manual,Registered
Toyota,Corolla,3400000,2016,Punjab,80000,Petrol,1800,White,Local,Sedan,Automatic,Registered
Suzuki,Cultus,745000,2008,Punjab,34531,Petrol,1000,Grey,Local,Hatchback,Manual,Registered
Honda,City,2050000,2015,Islamabad,89000,Petrol,1300,White,Local,Sedan,Manual,Registered
Toyota,Corolla,1735000,2010,Punjab,96142,Petrol,1300,Silver,Local,Sedan,Manual,Registered
Toyota,Land,2950000,1997,Punjab,103000,Petrol,4476,Black,Imported,SUV,Automatic,Registered
Honda,Civic,1350000,2010,Punjab,95000,Petrol,1800,White,Local,Sedan,Manual,Registered
Suzuki,Mehran,965000,2019,Punjab,34000,Petrol,800,Grey,Local,Hatchback,Manual,Registered
Toyota,Corolla,1660000,2014,Punjab,39050,Petrol,1300,Black,Local,Sedan,Manual,Registered
Toyota,Aqua,2550000,2015,Sindh,61000,Hybrid,1500,Turquoise,Imported,Hatchback,Automatic,Registered
Toyota,Corolla,2325000,2016,Punjab,52000,Petrol,1300,Silver,Local,Sedan,Manual,Registered
Toyota,Prado,11000000,2011,Islamabad,92600,Petrol,2700,White,Imported,SUV,Automatic,Registered
Toyota,Corolla,1390000,2008,Punjab,169000,Petrol,1300,Black,Local,Sedan,Manual,Registered
Toyota,Aqua,2250000,2012,KPK,69000,Petrol,1500,Silver,Imported,Hatchback,Automatic,Registered
Toyota,Mark,2600000,2006,Sindh,92000,Petrol,2500,Maroon,Imported,Sedan,Automatic,Registered
Suzuki,Wagon,1410000,2017,Punjab,64500,Petrol,1000,Beige,Local,Hatchback,Manual,Registered
Honda,City,1800000,2016,Punjab,137000,Petrol,1300,Black,Local,Sedan,Manual,Registered
Toyota,C-HR,5700000,2016,Sindh,20600,Hybrid,1800,Maroon,Imported,Cross Over,Automatic,Registered
Suzuki,Swift,1200000,2012,Punjab,117288,Petrol,1300,White,Local,Hatchback,Manual,Registered
Honda,Life,1125000,2010,Punjab,80000,Petrol,660,Assembly,Imported,Hatchback,Automatic,Registered
Honda,Vezel,5450000,2018,Islamabad,38500,Petrol,1500,White,Imported,Cross Over,Automatic,Un-Registered
Honda,Vezel,3950000,2015,Islamabad,55000,Petrol,1500,Black,Imported,Cross Over,Automatic,Registered
Daihatsu,Move,1490000,2015,Punjab,98000,Petrol,660,White,Imported,Hatchback,Automatic,Registered
Suzuki,Alto,1255000,2019,Punjab,15000,Petrol,660,White,Local,Hatchback,Manual,Registered
Honda,City,1760000,2014,Punjab,54000,Petrol,1300,Black,Local,Sedan,Manual,Registered
Toyota,Prius,3000000,2014,Sindh,95000,Petrol,1800,White,Imported,Sedan,Automatic,Registered
Suzuki,Mehran,845000,2017,Punjab,51000,Petrol,800,Grey,Local,Hatchback,Manual,Registered
Honda,Civic,2465000,2014,Islamabad,80000,Petrol,1800,White,Local,Sedan,Automatic,Registered
Suzuki,Mehran,540000,2010,Punjab,120000,Petrol,800,Silver,Local,Hatchback,Manual,Registered
Hyundai,Santro,470000,2001,Kashmir,300000,Petrol,1000,Green,Imported,Hatchback,Manual,Registered
Suzuki,Wagon,1495000,2019,Punjab,52000,Petrol,1000,White,Local,Hatchback,Manual,Registered
FAW,X-PV,490000,2013,Punjab,150000,Petrol,1000,Silver,Local,Mini Van,Manual,Registered
Toyota,Corolla,2250000,2017,Punjab,45000,Petrol,1300,White,Local,Sedan,Manual,Registered
Toyota,Corolla,1925000,2015,Punjab,75000,Petrol,1300,Black,Local,Sedan,Manual,Registered
Mercedes,Benz,11000000,2014,Sindh,35000,Petrol,2000,White,Local,Sedan,Automatic,Registered
Toyota,Corolla,1800000,2013,Punjab,108000,Petrol,1300,Black,Local,Sedan,Manual,Registered
Honda,Civic,950000,2005,Punjab,380000,Petrol,1600,Blue,Local,Sedan,Manual,Registered
Mitsubishi,Lancer,1020000,2005,Sindh,72000,Petrol,1600,Silver,Imported,Sedan,Automatic,Registered
Suzuki,Alto,445000,2006,Sindh,999999,Petrol,1000,White,Local,Hatchback,Manual,Registered
Toyota,Corolla,1650000,2011,Punjab,86000,Petrol,1300,White,Local,Sedan,Manual,Registered
Toyota,Corolla,1230000,2008,KPK,45000,Petrol,1600,White,Local,Sedan,Automatic,Registered
Suzuki,Wagon,1625000,2019,Sindh,9500,Petrol,1000,Grey,Local,Hatchback,Manual,Registered
Toyota,Corolla,1565000,2011,Punjab,127000,Petrol,1800,Gold,Local,Sedan,Automatic,Registered
Suzuki,Liana,1050000,2009,Islamabad,77000,Petrol,1300,Blue,Local,Sedan,Manual,Registered
Suzuki,Mehran,625000,2013,Punjab,60000,Petrol,800,Grey,Local,Hatchback,Manual,Registered
Toyota,Aqua,2875000,2016,Sindh,32800,Petrol,1500,Silver,Imported,Hatchback,Automatic,Un-Registered
Toyota,Corolla,2950000,2018,Sindh,62000,Petrol,1300,Silver,Local,Sedan,Automatic,Registered
Suzuki,Wagon,1670000,2019,Islamabad,20500,Petrol,1000,White,Local,Hatchback,Manual,Registered
FAW,X-PV,860000,2016,KPK,96000,Petrol,1000,Silver,Local,Mini Van,Manual,Registered
Toyota,Corolla,1285000,2009,Punjab,127000,Petrol,1300,Black,Local,Sedan,Manual,Registered
Toyota,Prius,2250000,2010,Punjab,78000,Petrol,1800,White,Imported,Sedan,Automatic,Registered
Daihatsu,Hijet,1295000,2015,Sindh,100000,Petrol,660,Black,Imported,Mini Van,Automatic,Un-Registered
Suzuki,Mehran,655000,2014,Punjab,58000,Petrol,800,Grey,Local,Hatchback,Manual,Registered
Daihatsu,Cuore,475000,2002,Punjab,150000,Petrol,800,Silver,Local,Hatchback,Manual,Registered
Honda,N,1435000,2014,Sindh,75000,Petrol,660,Black,Imported,Hatchback,Automatic,Registered
Toyota,Prado,12500000,2011,Punjab,85000,Petrol,4000,Black,Imported,SUV,Automatic,Registered
Honda,Civic,2450000,2013,Islamabad,90000,Petrol,1800,White,Local,Sedan,Automatic,Registered
Honda,Fit,1525000,2011,Punjab,125000,Hybrid,1300,Green,Imported,Hatchback,Automatic,Registered
FAW,X-PV,1280000,2019,Punjab,8000,Petrol,1000,Grey,Local,Mini Van,Manual,Registered
Toyota,Corolla,1920000,2013,Punjab,57000,Petrol,1300,Grey,Local,Sedan,Manual,Registered
Toyota,Aqua,2465000,2014,Sindh,86000,Petrol,1500,White,Imported,Hatchback,Automatic,Registered
Suzuki,Cultus,1600000,2018,Islamabad,65000,Petrol,1000,White,Local,Hatchback,Manual,Registered
Honda,Civic,1075000,2004,Punjab,170000,Petrol,1600,Assembly,Local,Sedan,Manual,Registered
Toyota,Land,36000000,2016,Islamabad,10000,Petrol,4600,Black,Imported,SUV,Automatic,Un-Registered
Suzuki,Wagon,1260000,2016,Punjab,58000,Petrol,1000,Grey,Local,Hatchback,Manual,Registered
Toyota,Prado,3600000,2001,KPK,130000,Diesel,3000,Red,Imported,SUV,Manual,Registered
Toyota,Vitz,2150000,2015,Islamabad,64000,Petrol,1000,Maroon,Imported,Hatchback,Automatic,Registered
Toyota,Camry,7800000,2015,Punjab,43000,Hybrid,2500,Grey,Imported,Sedan,Automatic,Registered
Toyota,Aqua,2700000,2016,Sindh,44500,Petrol,1500,Silver,Imported,Hatchback,Automatic,Un-Registered
Honda,City,2000000,2016,Punjab,95000,Petrol,1300,White,Local,Sedan,Manual,Registered
Suzuki,Mehran,1050000,2019,Islamabad,41000,Petrol,800,Grey,Local,Hatchback,Manual,Registered
Toyota,Corolla,1920000,2015,Sindh,48000,Petrol,1300,White,Local,Sedan,Manual,Registered
Suzuki,Liana,920000,2006,KPK,140000,Petrol,1300,Silver,Local,Sedan,Manual,Registered
Toyota,Vitz,1950000,2014,Punjab,63000,Petrol,1000,Blue,Imported,Hatchback,Automatic,Registered
Suzuki,Cultus,1025000,2012,Punjab,39000,Petrol,1000,White,Local,Hatchback,Manual,Registered
Suzuki,Cultus,920000,2010,Punjab,73250,Petrol,1000,Grey,Local,Hatchback,Manual,Registered
Toyota,Corolla,1845000,2014,Punjab,149000,Petrol,1300,Black,Local,Sedan,Manual,Registered
Honda,Civic,650000,1995,Islamabad,200000,Petrol,1500,Green,Local,Sedan,Manual,Registered
Toyota,Passo,2365000,2018,Punjab,34500,Petrol,1000,Grey,Imported,Hatchback,Automatic,Un-Registered
Toyota,Corolla,1349000,2009,Islamabad,110000,Petrol,1300,Black,Local,Sedan,Manual,Registered
Honda,Vezel,3690000,2014,Islamabad,53600,Hybrid,1500,Brown,Imported,Cross Over,Automatic,Un-Registered
Toyota,Corolla,1650000,2013,KPK,185000,Petrol,1300,Silver,Local,Sedan,Manual,Registered
Daihatsu,Mira,1385000,2012,Balochistan,92000,Petrol,660,Beige,Imported,Hatchback,Automatic,Registered
Honda,Fit,2250000,2015,Punjab,45000,Hybrid,1500,Blue,Imported,Hatchback,Automatic,Un-Registered
Honda,City,2275000,2017,Punjab,36000,Petrol,1500,Silver,Local,Sedan,Manual,Registered
Toyota,Corolla,2200000,2015,Punjab,85000,Petrol,1300,White,Local,Sedan,Automatic,Registered
Suzuki,Swift,1590000,2018,Sindh,35000,Petrol,1300,Maroon,Local,Hatchback,Manual,Registered
Suzuki,Cultus,730000,2009,Punjab,85000,Petrol,1000,White,Local,Hatchback,Manual,Registered
Audi,Q7,7450000,2010,Sindh,40000,Diesel,3000,Blue,Local,SUV,Automatic,Registered
Daihatsu,Cuore,650000,2008,Punjab,63000,Petrol,800,Grey,Local,Hatchback,Manual,Registered
Nissan,Blue,550000,1996,Punjab,120000,Petrol,1800,Blue,Imported,Sedan,Automatic,Registered
Honda,N,1400000,2014,KPK,95000,Petrol,660,Silver,Imported,Hatchback,Automatic,Registered
Mitsubishi,Galant,800000,1996,Punjab,160000,Petrol,2000,White,Imported,Sedan,Automatic,Registered
Mercedes,Benz,9000000,2017,Punjab,20000,Petrol,1800,White,Local,Sedan,Automatic,Registered
Toyota,Corolla,2400000,2006,KPK,168000,Petrol,1500,White,Imported,Hatchback,Automatic,Registered
Toyota,Corolla,760000,2001,Punjab,80000,Petrol,1300,Maroon,Local,Sedan,Manual,Registered
Honda,Insight,3250000,2014,Sindh,600000,Hybrid,1500,Assembly,Imported,Hatchback,Automatic,Registered
Daihatsu,Move,1740000,2015,Punjab,69500,Petrol,660,Assembly,Imported,Hatchback,Automatic,Registered
Honda,Vezel,4150000,2016,Sindh,84500,Petrol,1500,Assembly,Imported,Cross Over,Automatic,Registered
Toyota,Corolla,2190000,2015,Punjab,58600,Petrol,1300,Silver,Local,Sedan,Manual,Registered
Mitsubishi,Pajero,560000,1990,Punjab,300000,Diesel,2500,Grey,Imported,SUV,Manual,Registered
Honda,City,2650000,2017,Punjab,6797,Petrol,1500,White,Local,Sedan,Automatic,Registered
